Geneid	temporary/samtools/bam_files_sorted/SRR7959189_sorted.bam
100287102	0
653635	2
102466751	0
100302278	0
645520	0
79501	0
729737	6
102725121	0
102723897	8
102465909	0
729759	0
100132287	0
105378947	0
101928626	1
102465432	79
81399	0
100133331	2
100288069	8
400728	13
79854	12
643837	91
284593	1
100130417	1
148398	9
26155	242
339451	41
84069	140
84808	62
57801	39
9636	33
375790	282
105369174	1
105378948	5
401934	5
54991	88
254099	0
406984	1
406983	2
554210	1
254173	2
8784	44
7293	10
51150	386
126792	93
388581	8
118424	146
6339	34
116983	705
102465434	0
126789	53
54973	308
102465435	0
80772	94
83756	38
1855	291
102466740	0
54587	544
54998	125
81669	1260
148413	72
55052	191
441869	39
643965	0
102724312	2
64856	104
219293	6
83858	126
55210	71
339453	7
29101	219
643988	24
142678	338
8510	3
984	81
728661	234
8511	0
728642	58
9906	178
65220	238
2782	1408
105378949	14
163688	12
339456	4
85452	2
2563	4
5590	77
100506504	9
199990	79
105378592	19
6497	548
105378594	49
79906	82
100129534	23
11079	602
5192	70
9651	41
55229	3
388585	0
115110	0
8764	1
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	10
63976	17
100422968	0
27237	48
1953	983
693135	0
127262	342
49856	83
7161	44
57212	130
148870	1
388588	7
57470	266
9731	242
1677	31
339448	112
100133612	2
728716	0
284661	0
55966	25
100616489	0
100616421	4
261734	157
8514	161
26038	3
6146	997
102724450	2
388591	23
23463	622
148645	0
390992	0
387509	183
11332	73
54626	144
83715	218
100422975	0
8718	187
57449	986
79707	288
80835	3
3104	143
9903	334
148479	119
90326	60
55735	153
100505887	0
23261	145
9341	753
8863	295
10911	0
3604	4
11315	288
54206	267
102724539	0
50651	3
473	555
102724552	8
2023	2841
102465436	1
100505975	0
765	99
155184	0
6518	26
80045	115
407040	2
9563	1334
80176	183
100506022	13
84275	22
199953	69
5293	126
644997	2
101929074	1
22883	1042
56998	1194
84328	192
64802	97
100847055	0
105376719	2
116362	52
10277	713
23095	1349
100422970	0
5226	368
100526739	0
378708	1
1325	1
1676	149
5195	63
54897	622
148345	0
23435	685
10747	87
6723	88
5394	547
2475	666
100873935	5
10218	116
29914	107
57540	0
101929181	0
26232	32
93611	130
26270	47
10459	67
374946	3
57085	104
284498	0
102724659	0
4524	275
1185	169
100379251	8
4878	4
4879	0
26829	8
90231	174
5351	327
9927	767
60672	61
102466982	0
943	16
102465836	0
7133	209
100616438	0
55187	3436
677885	2
9249	296
102466722	0
343066	0
126767	70
93190	0
390999	1
65121	0
440560	0
343069	1
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
