Geneid	temporary/samtools/bam_files_sorted/SRR7959222_sorted.bam
100287102	0
653635	6
102466751	2
100302278	0
645520	0
79501	0
729737	5
102725121	1
102723897	21
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	0
81399	0
100133331	4
100288069	4
400728	29
79854	13
643837	122
284593	3
100130417	2
148398	5
26155	317
339451	41
84069	139
84808	57
57801	33
9636	11
375790	226
105369174	0
105378948	8
401934	18
54991	88
254099	0
406984	0
406983	1
554210	1
254173	6
8784	26
7293	6
51150	469
126792	62
388581	8
118424	209
6339	37
116983	490
102465434	0
126789	74
54973	370
102465435	1
80772	106
83756	42
1855	334
102466740	0
54587	408
54998	198
81669	1836
148413	67
55052	297
441869	20
643965	0
102724312	4
64856	74
219293	5
83858	158
55210	73
339453	4
29101	280
643988	12
142678	285
8510	1
984	111
728661	302
8511	0
728642	122
9906	198
65220	343
2782	1424
105378949	16
163688	15
339456	2
85452	4
2563	6
5590	120
100506504	7
199990	75
105378592	11
6497	558
105378594	30
79906	77
100129534	7
11079	694
5192	73
9651	43
55229	0
388585	0
115110	0
8764	10
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	6
63976	30
100422968	0
27237	52
1953	881
693135	0
127262	434
49856	110
7161	30
57212	172
148870	1
388588	9
57470	311
9731	313
1677	45
339448	102
100133612	3
728716	0
284661	0
55966	21
100616489	0
100616421	3
261734	184
8514	133
26038	9
6146	1478
102724450	1
388591	29
23463	429
148645	0
390992	0
387509	88
11332	54
54626	97
83715	142
100422975	1
8718	124
57449	808
79707	390
80835	11
3104	179
9903	544
148479	107
90326	77
55735	225
100505887	0
23261	218
9341	948
8863	419
10911	1
3604	5
11315	316
54206	1832
102724539	0
50651	14
473	1336
102724552	15
2023	2690
102465436	1
100505975	0
765	559
155184	9
6518	14
80045	102
407040	2
9563	1825
80176	403
100506022	13
84275	41
199953	71
5293	106
644997	1
101929074	3
22883	1056
56998	1725
84328	202
64802	85
100847055	3
105376719	3
116362	100
10277	1027
23095	2209
100422970	0
5226	352
100526739	0
378708	5
1325	1
1676	146
5195	74
54897	1028
148345	1
23435	1129
10747	132
6723	54
5394	705
2475	907
100873935	11
10218	128
29914	143
57540	3
101929181	1
26232	52
93611	172
26270	35
10459	74
374946	1
57085	126
284498	0
102724659	0
