Geneid	temporary/samtools/bam_files_sorted/SRR7959207_sorted.bam
100287102	0
653635	9
102466751	2
100302278	0
645520	0
79501	0
729737	2
102725121	0
102723897	9
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	0
81399	0
100133331	4
100288069	10
400728	24
79854	13
643837	92
284593	2
100130417	2
148398	6
26155	276
339451	42
84069	201
84808	87
57801	38
9636	37
375790	439
105369174	5
105378948	2
401934	13
54991	88
254099	1
406984	3
406983	0
554210	0
254173	11
8784	71
7293	6
51150	422
126792	71
388581	15
118424	237
6339	20
116983	840
102465434	0
126789	53
54973	324
102465435	2
80772	94
83756	33
1855	278
102466740	0
54587	292
54998	177
81669	1603
148413	45
55052	323
441869	7
643965	0
102724312	3
64856	68
219293	3
83858	181
55210	91
339453	5
29101	316
643988	23
142678	256
8510	0
984	89
728661	157
8511	0
728642	27
9906	184
65220	261
2782	1504
105378949	7
163688	6
339456	8
85452	1
2563	3
5590	100
100506504	8
199990	91
105378592	21
6497	802
105378594	31
79906	70
100129534	10
11079	783
5192	83
9651	82
55229	2
388585	0
115110	0
8764	5
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	4
63976	15
100422968	0
27237	52
1953	773
693135	0
127262	480
49856	77
7161	50
57212	126
148870	0
388588	7
57470	290
9731	273
1677	24
339448	123
100133612	0
728716	0
284661	0
55966	33
100616489	0
100616421	1
261734	224
8514	123
26038	8
6146	1520
102724450	0
388591	27
23463	731
148645	2
390992	0
387509	175
11332	144
54626	166
83715	224
100422975	1
8718	241
57449	1109
79707	332
80835	5
3104	154
9903	460
148479	145
90326	63
55735	166
100505887	0
23261	152
9341	856
8863	472
10911	1
3604	19
11315	366
54206	350
102724539	0
50651	5
473	692
102724552	8
2023	3163
102465436	0
100505975	3
765	207
155184	2
6518	19
80045	180
407040	1
9563	1672
80176	207
100506022	6
84275	20
199953	60
5293	110
644997	2
101929074	4
22883	1370
56998	1774
84328	223
64802	57
100847055	0
105376719	0
116362	31
10277	807
23095	2159
100422970	2
5226	355
100526739	0
378708	1
1325	2
1676	151
5195	65
54897	951
148345	1
23435	1077
10747	100
6723	99
5394	604
2475	864
100873935	5
10218	151
29914	223
57540	2
101929181	0
26232	37
93611	121
26270	44
10459	66
374946	3
57085	132
284498	0
102724659	1
4524	333
1185	172
100379251	8
4878	2
4879	0
26829	56
90231	210
5351	278
9927	1039
60672	56
102466982	0
943	4
102465836	0
7133	165
100616438	0
55187	4862
677885	5
9249	298
102466722	2
343066	1
126767	1154
93190	0
390999	0
65121	0
440560	0
343069	1
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	2
10630	99
7799	731
23254	299
200197	22
55092	76
727684	14
114827	2
101927417	1
79180	193
11330	3
63036	0
51032	2
842	33
23341	269
79814	12
84301	180
6248	93
23207	491
284723	25
388595	1
54751	130
440567	48
729614	46
23013	1158
7709	114
101928566	0
149563	0
27129	40
1187	3
1188	3
348487	4
1969	270
128272	199
101927546	9
79363	17
54455	663
26099	579
374955	17
55707	458
114819	120
26871	3
100126512	2
100126517	0
102724970	1
100133301	0
7195	0
55672	75
84809	85
11209	7
26869	0
729574	0
100126533	1
284729	4
100189045	0
102723383	0
6060	24
11223	5
100500876	0
100189298	0
7193	0
791226	0
9696	273
26870	1
4237	31
23400	165
6390	337
11240	56
29943	151
51702	67
100616188	0
23569	6
353238	3
55920	820
55160	778
81569	0
101927876	0
84966	10
127707	4
5081	1
80834	3
8659	142
100616120	0
100302276	0
126917	2504
23352	3536
23065	509
51154	252
246181	19
22977	24
100506730	41
8574	275
54896	76
832	670
100532736	0
440574	201
644068	14
4681	19
3362	8
255104	102
54546	0
23252	212
30814	0
5320	76
5322	7
26279	2
64600	188
391013	0
127733	57
101928017	2
127731	2
339505	0
55450	61
79594	199
163933	3
978	29
65018	137
102464833	0
100861548	72
1650	874
57576	11
400745	1
50809	1293
8672	753
100302155	1
1889	650
100506801	19
84224	123
249	9
5909	29
84196	634
401944	21
3339	3119
23436	0
10136	0
101928043	3
29092	79
998	2617
54361	627
100616433	0
9923	422
2046	0
102466615	0
712	459
714	265
713	264
2048	42
100616391	0
100422914	0
646262	0
729059	4
23028	537
100422866	0
100616177	1
7798	571
3352	1
100996511	180
10236	1559
80818	631
148898	28
6920	434
55616	861
1870	136
101928163	7
3399	154
259283	1
6135	6106
6924	460
100506963	6
57095	462
11313	176
2582	65
3155	145
2517	282
1269	3
100616492	0
55629	443
10772	802
127294	32
58985	310
163702	121
284632	1
57822	461
90529	39
57185	344
100750325	2
11123	243
100506985	63
400746	11
10250	707
25932	1273
864	123
102465437	0
100616365	0
25949	208
57035	495
6007	0
23585	193
6006	4
55219	290
26119	208
57134	120
57190	263
56181	161
646471	62
79000	12
164091	344
3925	306
100500808	0
5051	265
2134	14
7780	14
105376910	4
84676	16
149420	302
79927	14
105376887	0
51042	38
10256	64
378807	0
101928303	1
64793	173
83442	325
91544	81
1043	82
55057	367
257101	5
79727	2
79947	304
101928324	22
3151	229
6195	215
100302190	0
101928728	18
8289	673
55650	138
84243	181
2810	1972
54707	86
63906	87
10726	222
8431	0
126695	78
388610	31
115572	320
6548	205
23038	441
84065	162
644961	23
100887744	0
84958	510
9064	754
8547	1
388611	24
2827	3
10163	1482
27245	323
2268	44
2537	84
199870	242
23673	600
5511	369
677774	47
9473	62
6118	253
27293	10
55113	43
2140	400
5724	198
22826	309
93974	258
83667	84
54797	61
65979	478
1104	130
8420	177
6080	17873
26768	18268
54952	140
85028	116
692212	2
677838	167
677825	45
692073	31
115273	4
6883	132
26824	130
10691	99
105376911	2
51441	447
4985	0
2035	772
399474	47
6429	367
51102	138
10076	163
101928460	2
101929406	0
4146	2
100129196	23
7805	341
100616164	0
400748	0
9672	187
9698	1185
692234	0
692235	0
692200	3
79570	5
9410	304
51538	191
2170	36
347735	118
149086	0
284551	0
64129	162
3061	38
553115	486
1307	1064
576	10
100423028	0
90853	1
8073	939
10657	756
55116	68
100847018	0
23633	1284
200081	910
79140	38
56063	104
55721	74
149069	31
8668	537
339483	62
84734	3
3932	48
3065	342
65108	68
100128071	14
81629	49
55108	663
728116	1
653121	119
339487	125
5928	748
81493	28
57648	1117
8565	311
64766	321
252995	24
3208	4
113452	205
127544	248
204	889
113451	57
55223	179
149076	237
127550	1
1912	333
100500853	1
101929464	1
7579	93
114784	24
127540	0
402779	0
84970	0
693137	0
2709	405
127534	440
2707	716
2701	30
113444	298
58512	12
653160	19
100506144	78
9204	317
79830	234
6421	2021
9202	655
79932	411
23154	115
339488	35
5690	464
127703	107
63967	44
192670	769
26523	645
192669	549
27285	0
54936	129
1296	222
27095	443
55700	421
9967	1335
79729	228
55194	90
83931	353
84967	71
127700	77
64960	197
1441	10
2899	27
100422898	0
728431	22
80149	155
102465438	0
64769	389
100847010	2
79753	225
7802	21
29889	301
284654	102
54955	117
55143	36
284656	3
149175	31
79693	91
127687	89
4520	317
3633	319
10946	459
2275	62
51118	127
5453	104
100500801	4
339442	6
64121	345
100527950	2
26292	0
81025	0
54933	135
79647	278
4725	493
23499	13005
643314	360
105378950	11
353500	55
728448	64
8761	438
101929516	11
677834	9
26508	35
84618	0
51440	1
10450	268
656	54
64064	2
105378951	1
101929536	1
54802	229
4610	373
84879	700
10487	1678
5538	744
6018	655
127391	0
10269	622
1298	41
64744	330
65243	8
339559	31
64789	53
127396	26
9783	84
100130557	18
4802	268
407034	0
407031	0
9132	31
163732	34
1503	196
100507178	33
200172	33
22955	219
100132074	7
1907	8
59269	504
2981	2
2980	0
22887	587
284716	11
84217	4
79717	362
728621	16
10465	139
4904	1030
149461	7
64175	178
79078	60
100129924	3
374969	46
114625	147
51058	54
339539	2
6513	1873
440584	27
105378684	33
440585	21
10969	165
102465439	0
149465	39
128218	91
149466	57
7075	109
4352	8
991	52
64834	1521
102466723	0
112950	255
23334	975
102465440	0
81888	15
5792	4085
9682	561
100132774	27
6487	83
101929592	3
102464830	2
9048	5
9670	202
1802	107
533	422
8704	237
149473	54
6536	513
128209	0
105378952	0
55929	125
79033	201
100874278	26
55182	272
100847089	0
79639	27
339541	8
26828	7
26830	8
11004	47
6202	6436
26811	5
94161	13
94162	5
94163	2
266675	8
1263	281
343521	29
149478	65
8643	46
8891	186
79654	325
7389	303
57643	54
400752	5
84842	10
4595	79
114034	74
10420	143
126661	18
25974	44
5052	1705
10327	498
4678	293
149483	46
60313	1206
728963	21
51249	130
3652	145
23139	273
8503	90
101929626	1
10103	21
55624	295
541468	15
8438	41
10489	502
7388	468
387338	216
2166	110
729041	1
101929651	1
127343	4
100507423	18
148930	1
8569	227
148932	155
64756	161
374973	2
100130197	9
9813	1351
1580	371
163720	31
1579	46
260293	87
199974	25
284541	4
100874253	1
10158	197
6886	54
6491	71
51727	1241
102724077	8
2301	0
84793	13
2306	7
388630	72
391037	7
200010	41
54558	197
84871	10
79656	22
101929721	0
100874313	0
1996	4
63950	1
11124	550
1031	102
100616189	0
102466656	0
284546	0
26994	820
22996	118
102724097	2
2060	1513
114883	506
4898	1722
100313892	0
5865	467
51060	323
112970	0
104355143	5
91408	519
9372	597
200014	339
4998	40
84950	262
23318	523
105378722	0
2882	88
348378	2
65260	81
79699	777
440590	7
55268	665
6342	928
100616156	2
100616458	1
100616145	0
127435	315
6512	14
1376	136
54987	150
4116	119
100507564	0
7804	74
163742	0
63948	0
148979	13
105369175	1
