Geneid	temporary/samtools/bam_files_sorted/SRR7959215_sorted.bam
100287102	0
653635	2
102466751	0
100302278	0
645520	0
79501	0
729737	2
102725121	0
102723897	11
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	0
81399	0
100133331	9
100288069	12
400728	31
79854	10
643837	119
284593	7
100130417	12
148398	11
26155	345
339451	47
84069	168
84808	33
57801	30
9636	86
375790	458
105369174	1
105378948	8
401934	10
54991	109
254099	1
406984	0
406983	2
554210	1
254173	8
8784	35
7293	7
51150	622
126792	74
388581	12
118424	262
6339	44
116983	793
102465434	0
126789	80
54973	396
102465435	0
80772	71
83756	49
1855	333
102466740	0
54587	707
54998	268
81669	2160
148413	108
55052	386
441869	42
643965	2
102724312	8
64856	98
219293	5
83858	246
55210	86
339453	13
29101	368
643988	26
142678	274
8510	2
984	117
728661	374
8511	0
728642	92
9906	337
65220	352
2782	1896
105378949	11
163688	6
339456	2
85452	4
2563	4
5590	111
100506504	23
199990	126
105378592	49
6497	1031
105378594	34
79906	103
100129534	12
11079	1033
5192	125
9651	51
55229	1
388585	0
115110	0
8764	6
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	12
63976	37
100422968	0
27237	68
1953	1241
693135	0
127262	596
49856	128
7161	96
57212	261
148870	7
388588	10
57470	398
9731	365
1677	56
339448	176
100133612	2
728716	0
284661	0
55966	29
100616489	0
100616421	0
261734	259
8514	134
26038	11
6146	1237
102724450	5
388591	64
23463	822
148645	0
390992	1
387509	222
11332	100
54626	139
83715	146
100422975	3
8718	207
57449	904
79707	451
80835	5
3104	223
9903	506
148479	186
90326	111
55735	240
100505887	0
23261	207
9341	760
8863	1700
10911	2
3604	6
11315	537
54206	517
102724539	0
50651	13
473	1255
102724552	9
2023	5323
102465436	3
100505975	3
765	639
155184	3
6518	27
80045	114
407040	1
9563	2205
80176	261
100506022	16
84275	41
199953	99
5293	220
644997	7
101929074	11
22883	1701
56998	1420
84328	240
64802	108
100847055	0
105376719	3
116362	100
10277	1072
23095	2060
100422970	0
5226	652
100526739	0
378708	3
1325	0
1676	197
5195	101
54897	907
148345	6
23435	1065
10747	109
6723	122
5394	757
2475	1183
100873935	17
10218	69
29914	297
57540	1
101929181	0
26232	67
93611	202
26270	51
10459	109
374946	4
57085	215
284498	1
102724659	0
4524	472
1185	392
100379251	12
4878	10
4879	0
26829	30
90231	224
5351	561
9927	1321
60672	89
102466982	0
943	16
102465836	0
7133	258
100616438	0
55187	4900
677885	3
9249	499
102466722	3
343066	0
126767	957
93190	14
390999	1
65121	1
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
