Geneid	temporary/samtools/bam_files_sorted/SRR7959217_sorted.bam
100287102	0
653635	1
102466751	0
100302278	0
645520	0
79501	0
729737	12
102725121	0
102723897	10
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	0
81399	0
100133331	2
100288069	5
400728	8
79854	4
643837	47
284593	3
100130417	2
148398	10
26155	206
339451	26
84069	97
84808	30
57801	41
9636	45
375790	464
105369174	2
105378948	3
401934	8
54991	64
254099	0
406984	5
406983	3
554210	1
254173	4
8784	47
7293	16
51150	462
126792	78
388581	17
118424	177
6339	24
116983	533
102465434	0
126789	51
54973	277
102465435	0
80772	108
83756	35
1855	291
102466740	0
54587	579
54998	154
81669	761
148413	45
55052	175
441869	26
643965	0
102724312	7
64856	91
219293	1
83858	132
55210	62
339453	3
29101	187
643988	26
142678	253
8510	1
984	60
728661	261
8511	1
728642	29
9906	107
65220	214
2782	1057
105378949	9
163688	4
339456	4
85452	1
2563	0
5590	67
100506504	9
199990	89
105378592	24
6497	660
105378594	26
79906	56
100129534	11
11079	469
5192	60
9651	42
55229	0
388585	0
115110	0
8764	0
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	9
63976	14
100422968	0
27237	41
1953	669
693135	0
127262	301
49856	52
7161	43
57212	120
148870	0
388588	9
57470	222
9731	146
1677	23
339448	66
100133612	1
728716	0
284661	0
55966	15
100616489	0
100616421	3
261734	124
8514	132
26038	7
6146	649
102724450	0
388591	16
23463	501
148645	1
390992	0
387509	220
11332	83
54626	86
83715	137
100422975	0
8718	118
57449	586
79707	220
80835	9
3104	117
9903	376
148479	111
90326	50
55735	116
100505887	0
23261	95
9341	473
8863	488
10911	0
3604	6
11315	243
54206	261
102724539	0
50651	7
473	578
102724552	7
2023	2489
102465436	0
100505975	0
765	145
155184	1
6518	15
80045	81
407040	0
9563	1171
80176	190
100506022	11
84275	20
199953	57
5293	138
644997	6
101929074	5
22883	912
56998	1007
84328	104
64802	61
100847055	0
105376719	0
116362	77
10277	535
23095	966
100422970	0
5226	444
100526739	0
378708	0
1325	2
1676	108
5195	74
54897	588
148345	2
23435	474
10747	42
6723	69
5394	320
2475	542
100873935	3
10218	36
29914	162
57540	2
101929181	0
26232	29
93611	117
26270	30
10459	81
374946	3
57085	113
284498	1
102724659	1
4524	239
1185	175
100379251	2
4878	1
4879	0
26829	17
90231	232
5351	315
9927	761
60672	64
102466982	0
943	12
102465836	0
7133	239
100616438	0
55187	2108
677885	2
9249	282
102466722	1
343066	0
126767	573
93190	2
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	2
10630	62
7799	378
23254	153
200197	4
55092	28
727684	2
114827	5
101927417	1
79180	241
11330	0
63036	0
51032	1
842	46
23341	174
79814	10
84301	127
6248	34
23207	429
284723	41
388595	0
54751	94
440567	36
729614	56
23013	584
7709	116
101928566	0
149563	2
27129	193
1187	5
1188	1
348487	0
1969	170
128272	111
101927546	0
79363	8
54455	414
26099	416
374955	10
55707	286
114819	80
26871	3
100126512	1
100126517	0
102724970	0
100133301	1
7195	0
55672	59
84809	70
11209	12
26869	1
729574	0
100126533	1
284729	0
100189045	0
102723383	0
6060	16
11223	1
100500876	0
100189298	0
7193	0
791226	0
9696	250
26870	4
4237	33
23400	125
6390	194
11240	104
29943	47
51702	14
100616188	0
23569	16
353238	1
55920	418
55160	474
81569	1
101927876	0
84966	10
127707	1
5081	0
80834	3
8659	141
100616120	0
100302276	0
126917	1660
23352	2131
23065	386
51154	144
246181	3
22977	11
100506730	33
8574	344
54896	64
832	487
100532736	0
440574	100
644068	6
4681	16
3362	5
255104	100
54546	0
23252	93
30814	0
5320	41
5322	7
26279	0
64600	62
391013	1
127733	35
101928017	3
127731	2
339505	0
55450	48
79594	152
163933	7
978	16
65018	148
102464833	0
100861548	53
1650	613
57576	10
400745	0
