Geneid	temporary/samtools/bam_files_sorted/SRR7959211_sorted.bam
11080	270
54810	161
149047	1
5737	397
10964	131
10561	65
64123	115
101927412	0
23266	641
101927434	0
101927498	1
101927587	16
101927560	27
79739	54
5567	265
148418	8
391051	0
58511	0
80135	239
2787	224
100505741	48
1486	237
103695366	0
439927	0
117178	191
23566	137
255231	119
55283	223
126820	30
100616481	0
84144	105
148423	163
8915	223
646626	0
23576	152
3491	71
54680	203
255631	43
57489	181
102465842	0
9635	1407
1179	0
22802	298
9629	7
105378828	17
51100	1265
9403	569
9653	315
339524	37
101927844	0
105378832	1
8543	551
100505768	8
101927891	2
5586	657
2959	225
56267	227
494115	263
2635	121
2633	185
2634	647
388646	2
115361	162
115362	56
729930	0
163351	34
400759	4
23507	478
84230	378
400761	12
55144	153
105378846	16
492303	6
284695	172
343472	0
84146	552
164045	14
8317	59
7049	2256
676	0
253152	2
646817	5
284697	17
23285	28
388649	4
11146	131
79871	203
2672	13
7813	526
6125	4332
388650	152
6083	5
26782	9
22823	279
50999	377
343099	110
100131564	239
1810	798
54874	397
100126520	4
8412	313
100129046	26
100126348	4
100189133	1
30836	187
2730	76
24	10
9411	1361
5825	858
2152	329
101928079	10
100616321	0
126969	75
1266	746
105378862	9
729970	16
199857	57
101928098	2
148534	43
100527978	6
101928118	15
25950	44
440594	5
100996635	3
102723661	0
101928241	0
58155	281
1806	491
100873932	3
100873933	10
400765	0
100616452	0
406928	0
729987	0
51375	178
163404	0
100129620	0
9890	111
101928270	0
54873	660
391059	439
178	455
23443	407
64645	562
163786	45
54482	140
127495	10
1629	325
100506007	9
8634	197
693138	6
8556	187
54112	1
100128787	0
7412	261
2135	141
148867	593
51611	116
102606465	20
101928334	2
101928370	6
1901	128
104355286	0
118427	0
94236	0
1301	57
101928436	0
55599	178
280	223
648740	26
279	0
276	0
277	1
278	0
100129138	2
101928476	0
55170	97
22854	7
10451	1227
102465839	0
100873946	0
29957	401
148545	0
653149	0
284611	289
113802	35
55119	232
163479	1
6814	504
254268	8
642864	0
29899	439
23155	435
22911	698
6884	75
56900	451
677766	7390
127003	5
57535	262
6301	1245
1952	1387
84722	39
343263	2
6272	992
5686	389
284612	5
127002	44
284613	364
57463	97
83873	11
2773	1242
406974	3
2780	43
271	267
2948	160
2946	169
2944	110
2949	79
2947	787
79574	4
1435	268
10768	830
85369	428
257	23
104355139	0
164153	2
388662	94
100873974	3
3749	101
440600	4
64783	593
9122	80
10542	204
101410535	0
84432	1
643160	0
440602	0
3744	1
3737	32
3738	81
963	170
55791	92
128338	247
10390	368
79961	366
1117	16
149620	0
27159	0
128344	21
441897	0
5016	39
79084	254
515	696
128346	52
57413	0
140	6
100129269	1
5906	411
55924	259
100506343	1
101928718	0
11218	169
3752	154
100874295	2
100873995	5
643355	13
55917	520
100422976	4
7482	138
54879	377
829	1301
4343	650
389	874
333926	103
284467	2
100996702	5
6566	423
246182	6
100506392	39
100996251	12
9860	422
643441	0
260425	253
10745	74
54665	424
100287722	11
26191	51
440603	5
10717	96
64858	107
101928846	6
204851	1514
56944	564
148281	1
51592	885
10286	125
163259	656
270	0
4893	599
7812	4616
80143	533
6847	4
7252	1
10100	89
4803	3
81839	419
845	40
4808	20
101928995	3
101928977	4
55356	256
126868	96
476	3774
84852	60
101929023	3
965	200
100616384	0
3321	793
100302117	0
388667	0
914	78
5738	981
9398	39
101929099	7
8458	250
100126331	1
80263	84
79679	49
104355292	0
10905	958
100996263	0
54855	132
54834	607
10885	344
200162	66
6913	212
10352	113
104472716	4
101929147	104
51179	3
100874270	0
3284	1
3283	2
128102	13
644242	3
90874	100
26227	850
3158	147
83998	0
343505	1
11085	0
4853	5071
9554	192
105378954	0
728841	82
767846	15
100996724	61
101929796	147
101060684	312
100189005	14
101954277	4
653505	1
728855	17
101954264	1
100189257	1
105369199	0
100996721	0
100126488	1
101929798	0
2210	0
100996318	1
337875	4
653820	3
653464	117
100873165	2
647121	17
101929815	0
100189261	0
101954269	0
26863	0
791227	1
105369140	4
388692	0
100189142	0
100189326	0
199882	1
100189356	0
100132417	0
100996713	1
554282	1
100996712	14
