Geneid	temporary/samtools/bam_files_sorted/SRR7959219_sorted.bam
100287102	0
653635	2
102466751	1
100302278	0
645520	0
79501	0
729737	13
102725121	3
102723897	20
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	1
81399	0
100133331	6
100288069	13
400728	30
79854	13
643837	82
284593	0
100130417	4
148398	6
26155	514
339451	64
84069	305
84808	118
57801	27
9636	25
375790	546
105369174	2
105378948	11
401934	28
54991	128
254099	0
406984	3
406983	3
554210	1
254173	24
8784	143
7293	8
51150	700
126792	95
388581	13
118424	365
6339	30
116983	1210
102465434	1
126789	127
54973	521
102465435	0
80772	151
83756	61
1855	411
102466740	1
54587	453
54998	283
81669	1889
148413	102
55052	342
441869	24
643965	1
102724312	13
64856	91
219293	3
83858	182
55210	105
339453	9
29101	464
643988	45
142678	410
8510	4
984	155
728661	395
8511	0
728642	66
9906	158
65220	290
2782	2156
105378949	11
163688	9
339456	6
85452	3
2563	8
5590	138
100506504	18
199990	109
105378592	23
6497	976
105378594	44
79906	115
100129534	20
11079	1044
5192	103
9651	87
55229	1
388585	0
115110	0
8764	1
100996583	0
127281	0
79258	0
100287898	0
140625	0
440556	6
63976	14
100422968	0
27237	60
1953	1336
693135	0
127262	703
49856	91
7161	81
57212	155
148870	0
388588	0
57470	409
9731	337
1677	35
339448	193
100133612	2
728716	0
284661	1
55966	47
100616489	0
100616421	3
261734	352
8514	128
26038	6
6146	2504
102724450	0
388591	28
23463	888
148645	2
390992	1
387509	254
11332	151
54626	317
83715	262
100422975	1
8718	388
57449	1760
79707	438
80835	8
3104	195
9903	754
148479	209
90326	101
55735	224
100505887	0
23261	199
9341	1146
8863	685
10911	1
3604	5
11315	462
54206	664
102724539	0
50651	4
473	871
102724552	9
2023	4057
102465436	0
100505975	1
765	41
155184	1
6518	36
80045	303
407040	1
9563	2547
80176	369
100506022	10
84275	13
199953	75
5293	137
644997	2
101929074	9
22883	2154
56998	4298
84328	280
64802	68
100847055	0
105376719	0
116362	75
10277	1422
23095	3081
100422970	1
5226	505
100526739	0
378708	5
1325	3
1676	146
5195	106
54897	1611
148345	1
23435	1328
10747	151
6723	99
5394	908
2475	1084
100873935	8
10218	29
29914	129
57540	0
101929181	0
26232	58
93611	234
26270	68
10459	94
374946	1
57085	125
284498	0
102724659	0
4524	494
1185	248
100379251	6
4878	2
4879	0
26829	28
90231	275
5351	369
9927	1620
60672	94
102466982	0
943	10
102465836	0
7133	249
100616438	0
55187	7785
677885	4
9249	525
102466722	2
343066	1
126767	8
93190	0
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	0
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
